unit_id,treatment,output,code_number_tokens,code_complexity,code_num_identifiers,code_num_strings,developer_experience,rollout_eligibility,noise_feature,docstring_detail_score,review_flag
17853,0,0,102,4,15,2,11.25,0,0.7895,-0.8496244477283708,1
17854,0,0,52,2,10,3,5.19,1,0.9456,0.7861627075629519,1
17855,0,1,40,3,7,0,7.16,1,-0.3338,0.43496047586284936,0
17856,1,1,101,4,17,3,7.64,0,0.0492,2.024205272061103,1
17857,1,0,210,4,32,0,7.56,0,-0.178,1.0724609995805832,0
17858,1,0,154,15,25,0,6.92,0,-1.0705,-1.3383948641148724,1
17859,0,1,76,5,12,3,6.28,1,0.3354,-0.933226511748953,1
17860,1,1,37,3,9,1,5.81,0,1.1557,2.6325663650229982,1
17861,1,1,68,2,12,8,6.53,0,0.1753,0.29004208638939766,0
17862,0,0,23,1,8,0,5.8,0,-0.6292,-1.0162052495375953,0
17863,0,0,65,4,13,3,5.11,0,0.8207,-1.0747001546691297,0
17864,0,0,107,2,19,2,4.37,1,1.5806,0.43667961102154884,0
17865,1,1,153,9,34,1,6.23,1,-1.5102,0.2099885872661411,1
17866,1,1,176,4,25,12,5.13,0,-0.0648,1.4064446779685311,1
17867,0,1,45,2,9,3,7.05,0,-0.8025,0.10175417370882774,0
17868,1,1,29,1,9,0,7.09,1,0.0318,-0.14674246337225205,1
17869,0,0,38,2,8,0,5.38,1,0.1346,-1.530389477339504,0
17870,0,0,90,5,19,1,4.23,1,0.0769,-1.0400412554031673,0
17871,0,0,141,6,23,7,3.38,0,0.3116,-0.2457306095309622,0
17872,1,1,107,3,18,2,6.48,1,-0.7159,-0.4142743745153743,1
17873,1,0,110,4,16,1,4.94,0,1.8532,1.6422203480801472,0
17874,1,0,85,2,15,7,1.55,0,-1.0784,0.2261390256564323,0
17875,1,0,111,9,10,3,3.04,0,1.1843,-1.2345378161863898,1
17876,0,0,126,1,22,0,6.0,0,-1.0637,1.1451684337252155,0
17877,1,1,215,11,28,4,5.62,1,0.3124,0.7213913642555261,1
17878,1,1,56,3,12,0,3.77,1,-1.38,1.7266153775020971,0
17879,1,0,58,4,14,2,2.86,1,1.0247,-0.8256792257713927,0
17880,0,1,37,1,8,2,7.47,1,-1.2021,1.2052056009819199,0
17881,1,1,72,4,5,6,7.07,1,0.1656,0.8407736054080451,1
17882,0,0,42,1,9,0,3.79,0,-1.4044,0.15766042349915343,1
17883,0,0,43,1,12,3,5.01,0,-1.4248,0.3494771309679391,0
17884,0,1,68,4,14,3,4.06,0,-0.0535,0.9768149370927302,1
17885,0,0,239,5,30,20,8.54,0,-1.185,-0.637241012957103,1
17886,1,0,204,8,24,13,2.9,0,0.5727,0.17056306190667014,0
17887,0,0,70,4,14,3,8.1,0,0.6207,0.17569048782494706,0
17888,0,0,64,5,9,0,3.25,0,-0.3509,0.8146642640408914,1
17889,0,1,68,2,17,0,6.18,0,-0.1601,2.7013510387267,1
17890,0,0,31,4,5,0,6.7,0,-0.3945,-0.21216473747053002,1
17891,1,1,171,8,25,14,5.46,0,0.3333,0.11816598654028798,0
17892,0,0,104,3,17,5,1.41,1,-0.4123,0.02349890059157561,0
17893,1,1,65,4,8,5,0.93,1,1.0932,0.8970655311112068,1
17894,1,1,99,6,13,5,5.52,1,-1.6798,-1.4421766902787663,1
17895,1,1,25,1,7,1,8.38,0,-0.6525,1.5413024505110449,1
17896,1,1,67,1,18,4,2.04,0,-0.8331,2.569787977228655,1
17897,1,1,29,2,4,0,0.71,1,0.63,1.6564025602640666,1
17898,1,1,68,7,8,0,5.75,0,-0.4397,-0.7001403875996137,0
17899,1,0,85,5,16,0,4.01,1,0.2284,1.1747818095045293,0
17900,1,1,32,2,6,1,5.02,1,-0.3339,1.9256242827990302,0
17901,1,1,210,5,23,11,2.15,1,-1.635,2.648192297274931,1
17902,0,0,107,5,15,13,2.64,1,0.5456,-0.08726060901359628,1
17903,1,1,72,6,12,0,5.02,1,0.209,1.1132306210503802,1
17904,1,1,55,5,9,4,6.09,0,0.4427,-0.3011144935571919,1
17905,1,0,108,7,16,0,4.64,1,-0.9287,-0.31460269867645607,0
17906,1,1,43,3,6,0,6.27,1,-0.1483,1.3224322634040417,1
17907,0,0,93,4,20,4,7.5,0,-0.0401,-1.7688792300905674,1
17908,1,0,97,7,19,0,4.35,1,-0.4576,0.969822585837461,0
17909,1,1,31,2,6,0,5.75,1,-1.2367,2.6608480410266115,1
17910,1,1,48,1,8,3,0.42,1,-0.0242,1.4690010756460818,1
17911,1,1,117,6,15,11,3.36,1,-0.5865,0.9890323604540501,1
17912,0,1,45,2,8,4,4.04,0,1.457,-0.27087979420877756,0
17913,1,0,63,2,14,0,4.24,0,-1.4121,0.3388225161181091,0
17914,0,1,61,1,12,2,7.65,0,-0.3659,1.659360585131363,1
17915,1,1,185,2,27,25,3.98,0,1.9919,1.5229339200599887,1
17916,1,0,62,1,15,0,2.44,1,-1.2782,1.4779025630165412,1
17917,0,1,46,1,7,5,5.42,1,0.1008,-0.14021814319552306,0
17918,0,0,91,4,18,1,7.49,1,0.8494,-0.542110173019037,0
17919,1,1,158,4,26,6,5.58,1,0.201,2.6672788830605425,0
17920,1,0,43,4,7,0,3.96,1,-1.306,0.28360874821417226,1
17921,1,0,60,3,8,3,8.17,0,0.2734,0.7262450724261333,1
17922,1,1,148,1,19,22,5.96,0,0.1894,1.2280943452819524,1
17923,1,1,118,1,16,3,3.84,1,0.577,1.9814989566950258,1
17924,1,1,93,2,21,0,4.33,0,-0.8239,1.9067276150697725,1
17925,1,1,58,4,11,4,3.71,1,0.2972,0.9763543995821566,1
17926,0,1,46,2,9,2,4.61,0,-0.2751,0.8682731940570374,1
17927,1,1,103,6,22,3,6.95,0,-0.1886,2.559446824542696,1
17928,0,0,289,2,17,0,7.22,0,-0.3313,0.8458014437285506,1
17929,0,0,274,9,26,13,7.64,0,-0.5097,0.6652852801454433,0
17930,1,0,43,2,10,2,5.14,1,-0.2509,1.4038236331272511,0
17931,1,1,26,1,7,0,4.25,1,0.2598,0.6973499171072254,1
17932,1,0,45,1,11,0,4.26,1,-0.3148,1.8759591918891072,0
17933,1,1,25,1,6,0,4.65,1,0.7065,1.3271860848460348,0
17934,1,0,141,7,26,0,6.25,0,1.8308,0.7732188821200304,0
17935,0,1,34,2,7,2,5.62,1,-0.5739,0.18813470957557238,0
17936,0,0,30,2,7,0,6.4,0,0.4477,0.20163250862378132,0
17937,0,0,34,1,8,3,7.06,0,1.3807,0.5387755434587586,0
17938,1,1,32,3,8,1,3.51,1,-0.8073,0.9509581854462492,1
17939,1,1,32,1,8,0,7.2,1,-0.3108,1.056622741495226,1
17940,1,1,44,2,7,5,4.77,1,-0.4378,1.1326656461014115,1
17941,1,1,113,7,16,9,5.36,0,1.0132,1.2162654044204655,1
17942,0,1,56,2,8,2,5.43,0,1.5676,-0.6618396525131107,0
17943,1,0,46,3,8,0,2.79,1,0.1611,0.49262565524870894,1
17944,1,0,29,1,6,0,6.22,1,-1.6154,0.7466081412189908,0
17945,0,0,39,1,9,1,4.69,1,-0.5869,-0.33053683971344294,1
17946,0,1,53,3,10,0,7.29,1,0.1833,0.9743329522250121,0
17947,0,0,35,1,10,2,5.88,0,-0.5375,-0.8325622162561813,0
17948,1,0,108,8,8,0,4.95,1,1.6379,-1.003107834073669,0
17949,1,0,32,1,9,1,5.11,0,0.4915,2.6684774567026177,0
17950,0,0,57,4,10,1,3.24,0,0.2391,-1.0229222165901801,0
17951,0,1,80,2,15,5,5.87,1,-1.0791,2.6750561888647013,1
17952,0,1,57,1,15,1,7.01,0,0.4732,0.3897337282356723,1
17953,1,1,276,10,31,15,5.85,1,-1.1988,-0.3788314313465131,1
17954,0,0,64,5,8,1,6.15,1,-0.1147,-0.31535630992626595,0
17955,0,1,70,4,8,0,7.39,0,-0.0281,-0.5944830158854771,0
17956,1,1,95,1,17,12,4.6,0,1.6365,0.9879659249819376,1
17957,1,1,84,1,14,5,7.81,1,0.5913,0.18695517886910773,1
17958,1,0,116,5,19,5,5.56,0,0.429,0.8746256962004872,1
17959,1,1,79,3,17,0,4.52,0,-1.6302,0.6008003924014048,1
17960,0,1,39,1,11,0,6.22,1,0.276,0.8496753190402695,0
17961,1,1,56,4,10,0,7.29,0,0.3272,0.3962947838674383,1
17962,0,1,62,3,10,3,8.88,0,0.3752,-0.9172420040971216,0
17963,1,1,37,1,8,2,11.78,1,0.142,0.5285173300492144,0
17964,1,1,56,3,4,6,5.09,1,1.1353,0.9569037447029058,1
17965,1,1,40,2,10,1,7.33,1,0.0864,-0.554469522598602,0
17966,1,1,34,2,7,1,7.04,1,0.207,2.0820809151902964,1
17967,0,1,88,8,13,0,6.24,0,-0.0263,-0.5630753145456177,0
17968,0,1,35,1,8,1,2.73,0,1.4538,0.9030017154096253,0
17969,0,0,37,2,7,0,2.91,0,-0.3189,0.17279282829598686,0
17970,1,0,170,12,22,3,2.34,0,-0.8007,-0.39184932447796794,1
17971,1,1,74,4,13,2,4.85,0,0.0874,0.05549629665762579,1
17972,1,0,70,5,14,2,4.28,1,0.0025,0.09599390829552013,0
17973,1,0,141,3,26,2,5.32,0,-0.7101,0.4061286634427099,0
17974,1,1,60,1,14,0,3.25,0,-1.0639,2.3212764551984337,0
17975,0,0,265,4,33,7,2.94,0,-1.3312,-0.36840900462199283,0
17976,0,0,40,2,7,0,3.99,0,2.2211,-0.5764455931047289,0
17977,1,1,40,1,8,1,5.55,0,-1.1449,0.3076923010955114,1
17978,0,0,27,1,7,0,3.06,1,-0.9132,0.48992716968144584,0
17979,1,1,44,1,10,4,4.32,1,1.481,2.064063676443067,1
17980,0,1,133,7,23,5,5.37,1,0.2511,-1.4390600834175302,0
17981,0,0,33,2,4,2,6.39,1,1.096,2.543514984131364,1
17982,0,0,148,9,24,1,4.94,0,-1.2321,-1.3171005067888149,0
17983,1,0,109,1,29,0,3.88,0,-0.3745,-0.6282700006835962,1
17984,1,1,48,2,9,1,3.76,0,2.032,2.040018829361217,1
17985,1,0,197,6,28,3,6.5,1,0.0575,-0.3104569319093704,1
17986,1,1,119,6,15,0,7.11,1,0.3626,2.1660966471112335,1
17987,0,0,45,2,10,0,5.96,1,-1.7594,-0.5017931698308218,1
17988,1,0,63,1,16,5,7.08,1,0.835,0.4683783448761665,0
17989,1,1,37,2,8,0,6.04,1,0.5883,0.21085159602143078,1
17990,0,1,25,1,6,0,6.78,0,1.0642,0.9574913892459802,0
17991,1,1,100,12,8,2,4.6,1,1.5038,1.576951851693908,1
17992,0,0,85,5,12,3,4.34,0,-0.6987,0.7331540820545225,0
17993,1,0,22,2,5,0,4.77,1,-0.5025,0.6395011157233694,0
17994,1,1,52,1,12,0,3.48,1,0.2228,1.4286062816121727,1
17995,0,0,102,3,18,9,7.25,0,0.5584,-0.6445643085896647,1
17996,0,1,26,1,6,0,7.96,0,-0.5414,0.9615605223090534,0
17997,0,1,24,2,4,0,8.58,1,-0.6513,-0.08723583415773178,0
17998,1,1,292,20,28,16,1.79,1,-0.8596,0.18901783939120098,1
17999,0,1,59,1,14,5,5.84,1,0.9207,-1.4287627547960544,1
18000,1,1,191,8,31,8,4.46,0,0.3915,1.4737173549589668,0
18001,0,0,95,6,17,0,2.65,0,-1.2586,0.127694729731063,0
18002,1,1,30,2,6,1,6.91,0,2.294,0.9531252625933692,0
18003,1,0,72,1,19,2,4.61,1,-0.5459,1.5188216633699587,0
18004,0,0,90,4,15,3,2.61,0,0.29,-0.1983098250094601,0
18005,0,0,85,4,18,0,6.12,1,0.5386,-1.4858929053436958,0
18006,0,1,69,4,12,0,2.8,1,-2.5959,0.41045069996405514,1
18007,0,1,78,2,11,2,4.35,0,1.0374,1.8565331551692137,0
18008,0,0,70,3,12,6,7.11,0,-0.5273,-0.7778657713767188,1
18009,0,1,87,4,19,7,8.01,1,1.7987,-0.005921997018374297,1
18010,0,1,225,5,28,7,6.45,0,-1.9735,0.14764898395931048,0
18011,0,0,77,5,12,1,3.84,0,0.2976,0.3227929814233612,1
18012,0,1,46,2,9,0,1.86,0,1.738,-0.49709461847461345,1
18013,1,1,135,2,22,9,2.61,0,0.761,0.9975657847643313,0
18014,0,0,33,2,8,1,3.32,0,0.5582,-0.0281639826026516,0
18015,0,0,42,1,10,0,7.89,1,0.1347,-1.377361345778495,0
18016,1,1,25,1,7,0,5.88,1,-0.2918,1.1194078213497873,0
18017,0,0,75,6,11,4,6.24,0,0.6053,-0.4082877950623135,0
18018,0,1,31,1,6,1,11.81,1,1.2759,-0.8940720218234786,1
18019,0,0,91,8,8,7,9.32,0,1.8877,-1.1614521921583885,0
18020,1,1,78,5,12,0,5.3,0,-0.7508,1.2317744860161253,0
18021,0,0,118,5,15,8,4.57,0,-0.0682,-0.9049521377198588,0
18022,0,0,34,2,8,2,3.93,0,0.9509,0.21869603894775866,0
18023,1,1,46,2,9,0,6.09,1,0.9341,0.5578421263938045,1
18024,0,0,79,6,12,0,2.84,1,-1.3649,-1.1964030708978086,0
18025,0,0,38,2,9,1,4.03,1,-0.3739,-0.33428348146986975,0
18026,0,0,98,2,13,4,7.12,0,-0.8484,0.06684224770884076,1
18027,1,0,70,4,16,1,2.63,0,-0.6189,2.081932137936744,0
18028,1,0,172,10,28,0,5.55,0,-0.7985,-0.4688517338731055,0
18029,0,1,50,2,9,1,7.39,0,0.2668,-0.2341441425717827,1
18030,0,0,24,2,4,1,3.44,0,-0.7922,0.6920332073246704,1
18031,0,1,42,3,6,0,4.07,1,-0.5847,1.5906228931386526,1
18032,1,0,179,2,25,13,4.58,1,0.6716,0.11492285547615544,0
18033,0,0,82,6,11,0,5.08,1,0.1145,0.12043123053043854,0
18034,0,1,52,3,10,2,7.91,1,0.3273,1.276290562492922,1
18035,1,1,103,1,17,0,2.16,1,0.6218,2.7132616915082584,1
18036,1,1,60,2,12,4,3.63,1,-1.4328,1.3627739067991087,1
18037,0,0,24,1,6,0,4.0,0,-1.0969,0.970713736860665,0
18038,1,0,28,1,7,0,7.32,0,-2.161,1.2765532340634378,0
18039,1,0,52,3,9,1,5.6,1,1.3065,0.9741877317345056,1
18040,1,0,210,2,12,0,6.09,1,1.4692,0.29334383325707114,0
18041,1,1,140,2,16,0,8.24,1,0.6765,0.798144600321306,1
18042,1,0,216,4,18,22,6.32,1,-0.3458,0.3868264944412898,0
18043,0,0,65,4,16,2,4.93,0,0.409,1.276522041620719,0
18044,1,1,49,2,8,6,2.4,0,1.7141,0.9385189778370531,1
18045,1,0,231,6,18,2,3.76,1,1.5668,0.9976436213503072,1
18046,0,0,48,2,10,0,8.23,0,0.1475,0.8688122075514692,0
18047,1,1,100,1,18,3,2.26,0,-1.1045,1.633769054615025,1
18048,1,0,131,5,29,0,5.71,1,0.3637,0.33661531901476666,0
18049,0,1,40,1,10,1,6.18,1,0.3239,-0.2595602325256372,0
18050,1,1,47,1,13,0,6.54,0,0.1085,1.8811011446098496,1
18051,0,0,27,1,6,0,3.13,0,0.4866,0.7428620603279762,0
18052,0,0,171,8,30,4,2.08,0,-0.7491,-0.40898165118158053,0
18053,1,0,130,5,15,15,1.45,0,-0.1715,-0.3373958692777601,0
18054,0,1,41,2,8,0,9.34,1,-2.2371,-0.19821721321479277,1
18055,0,0,47,1,10,1,5.54,1,-1.1395,1.0102949596054966,0
18056,0,0,100,3,21,0,6.62,0,-0.8331,-1.2779688349402611,0
18057,1,0,169,8,31,10,5.34,0,-0.6602,0.20677832651169525,1
18058,0,0,256,1,26,8,4.71,0,-0.4427,-2.2955757717085796,0
18059,0,0,217,6,18,2,3.55,0,-0.3276,0.314678458557424,1
18060,1,1,142,2,25,2,2.56,1,-0.3497,1.4702750392455957,1
18061,1,0,70,7,10,1,5.95,1,0.5886,1.7118701558874216,1
18062,1,0,30,1,8,0,6.46,0,0.7959,1.2468803212166906,1
18063,1,0,40,1,8,0,2.49,1,0.3042,0.6710049395004067,0
18064,1,1,137,7,17,11,0.4,1,-1.7214,1.3701610414042,1
18065,0,1,38,2,7,2,6.66,0,-0.626,0.41662598775835513,0
18066,0,0,75,3,15,1,4.1,0,1.0678,-1.0345482243183206,1
18067,1,1,121,5,19,1,5.03,0,-0.5542,0.4732385988701967,1
18068,1,0,71,1,17,1,3.14,0,-0.5123,1.097057329961214,0
18069,1,0,84,5,13,1,2.81,0,-0.9118,-0.02586970362335317,1
18070,1,0,60,2,9,7,3.34,0,-0.234,-0.17127378692110284,1
18071,0,0,74,7,10,0,3.8,0,0.2315,-0.32060953705951034,0
18072,0,1,25,1,5,0,3.56,0,0.2101,0.787920670003001,1
18073,0,0,49,1,14,0,6.94,0,1.3674,0.047945259469746204,0
18074,0,1,118,3,27,6,6.14,0,-0.1812,1.8417647095195564,0
18075,1,0,53,4,11,0,3.64,0,-1.227,1.0084694927775062,0
18076,0,0,41,2,7,5,5.78,1,-1.4266,0.5979615820866896,1
18077,0,0,147,3,29,12,4.97,0,-0.3609,-1.263042299182467,0
18078,1,1,133,4,14,17,6.7,1,-0.8828,0.9659511902532404,1
18079,0,0,135,8,24,3,4.44,1,-0.0373,-0.7852847030727492,0
18080,1,1,33,2,6,0,4.15,0,0.7522,1.3129226649146677,1
18081,1,1,40,3,8,0,7.28,1,-0.4602,2.4048636470072653,0
18082,0,0,24,2,6,0,4.76,1,1.1246,0.026417059001078658,0
18083,0,0,56,2,8,2,5.77,0,1.9558,-1.245037418853641,0
18084,0,1,55,5,8,0,4.55,1,0.3813,-0.6731650711858006,1
18085,0,0,57,2,10,0,8.03,0,-0.7942,0.005046464463025979,1
18086,1,0,102,4,20,4,4.19,0,1.5036,0.754759046778229,1
18087,1,1,40,1,8,0,5.58,0,-1.756,1.320071968189271,1
18088,0,0,83,2,14,4,3.96,0,0.7771,-1.0636535385970975,0
18089,0,1,33,2,7,0,5.82,1,-0.6988,1.5204904924552167,0
18090,0,0,31,2,7,0,6.3,0,1.014,1.1363754480364976,1
18091,1,1,107,4,17,3,4.83,0,0.5169,2.3980047794025294,0
18092,1,0,45,1,10,1,1.78,1,-2.3265,-0.4486838323201072,0
18093,0,1,26,1,6,1,4.36,0,0.8096,1.10506957907643,0
18094,0,1,73,3,12,0,5.04,0,-1.5972,0.7727387677646227,1
18095,0,1,25,2,5,0,2.5,0,-0.6932,-0.1163730116400361,1
18096,1,0,84,7,11,0,6.39,1,-1.6842,1.6738452518732767,0
18097,0,0,26,1,9,0,2.57,0,-1.1519,-0.5252741867129012,0
18098,0,0,36,3,6,2,4.16,1,0.8397,-0.5454657101116442,0
18099,0,0,41,2,9,0,4.06,0,0.5839,0.31941038904411645,0
18100,0,0,41,2,7,2,8.61,0,0.3407,-0.8199299163790518,0
18101,0,0,42,2,10,0,5.0,0,-0.1452,-0.9560162751044259,0
18102,0,1,58,2,15,0,7.1,0,-0.6617,0.3345099264164885,1
18103,1,0,64,3,12,5,4.5,1,-0.39,0.9859800492910473,0
18104,1,1,102,3,10,6,4.14,1,0.468,-0.40937085755219416,1
18105,1,1,135,8,11,8,8.08,0,-1.2324,0.22078988928984078,1
18106,1,0,78,5,11,2,2.56,0,-0.2439,-0.5447915792579119,1
18107,0,0,35,1,9,2,4.31,0,-1.1253,-0.29192294134481456,0
18108,0,0,85,5,10,8,6.47,0,-0.4858,-0.8833524455947627,0
18109,1,1,116,1,12,0,4.64,0,0.4099,1.8234291489397063,0
18110,0,0,94,3,16,4,5.4,1,-0.3707,-0.29483544884674207,0
18111,1,0,168,1,16,0,5.47,0,-0.254,0.6716490486107743,0
18112,1,1,38,3,6,3,4.86,0,-1.2126,0.7741512240336681,1
18113,1,0,141,8,15,10,3.49,1,1.1927,-0.2403012895677663,1
18114,1,1,88,1,8,29,5.16,1,0.5179,0.5585920321221167,1
18115,0,0,49,2,13,0,6.73,0,-0.2841,0.9719188097489223,0
18116,0,0,55,3,14,0,4.16,0,-0.2062,0.04855613966148767,0
18117,0,1,52,2,12,1,6.57,0,0.0665,0.42082228042279324,0
18118,0,0,22,1,6,0,5.69,1,0.1776,1.1167836014153631,0
18119,1,1,285,11,25,23,4.56,1,-0.6215,1.8386045696666735,1
18120,1,0,177,9,26,0,4.75,0,0.7214,-0.8159506257617983,0
18121,0,1,31,3,5,0,7.74,1,-1.1025,-0.014298857722956804,0
18122,1,1,81,2,20,0,5.12,1,0.0126,1.1075518298584006,0
18123,0,0,50,1,12,3,6.62,0,0.7827,-0.35297589172517985,0
18124,1,0,70,5,11,1,5.08,1,0.1516,0.28109379601772533,1
18125,0,1,54,2,13,1,6.55,1,2.2385,0.592532733145096,1
18126,0,1,111,6,25,1,6.65,0,-0.4919,0.20783993215774405,1
18127,0,1,50,4,11,0,5.02,0,0.3592,-0.9826332897878638,1
18128,1,0,59,1,12,0,6.76,0,0.5237,-0.3103972641642778,0
18129,0,0,29,1,6,0,5.97,0,1.0209,-0.032921704152922115,0
18130,1,1,135,2,14,42,4.98,1,0.1745,0.5854822290345616,1
18131,1,0,61,5,9,0,2.69,1,-0.2085,0.8117766725604225,1
18132,0,0,55,3,11,1,5.49,0,-0.5466,-0.8432258273741937,0
18133,1,0,38,3,10,0,1.76,0,-0.7473,0.48850940263040016,1
18134,0,0,71,3,13,4,5.71,1,0.0489,-1.4695696361072108,0
18135,1,0,128,5,23,0,3.34,1,-0.2941,-0.5848139628571696,0
18136,0,1,37,3,7,0,8.41,0,0.6216,0.06465002125568309,0
18137,0,0,234,11,34,6,0.9,1,0.5156,-0.6588632505649004,0
18138,0,1,45,1,10,3,4.77,0,-0.596,-0.6549561966489056,1
18139,1,0,85,3,17,5,3.88,1,-1.0421,1.8885319971246608,1
18140,1,0,129,3,14,10,5.34,1,0.5431,0.6420811050483635,1
18141,1,1,246,7,7,32,6.19,1,0.1861,1.0983378550885816,1
18142,0,0,114,6,15,11,3.47,0,0.7599,-0.40787817974236984,0
18143,1,0,79,3,19,0,5.05,1,0.6319,-0.23357093586809774,1
18144,1,1,38,2,9,0,6.67,1,1.106,0.947477356158902,1
18145,1,0,226,9,28,14,0.61,1,0.3932,-1.6155040582388034,0
18146,0,0,125,3,24,4,5.79,1,-0.1229,-0.5541699125126589,0
18147,0,0,108,4,21,5,5.28,1,1.0855,0.2937496232554932,0
18148,1,1,27,1,7,1,3.28,0,0.7145,-1.0771844681692508,1
18149,0,0,126,6,23,1,7.05,1,0.385,0.7491972758540257,0
18150,1,0,43,2,11,1,5.62,1,0.5303,-0.20066633567263348,1
18151,1,1,151,6,26,6,1.94,1,1.4754,-0.21157260105226539,0
18152,1,1,92,1,11,2,5.51,1,0.3528,2.154893342035513,0
18153,0,1,117,4,19,3,8.52,0,-0.0379,-0.6743959482607682,0
18154,1,1,57,2,13,0,4.15,1,0.9364,2.0557808357309613,1
18155,1,0,161,2,27,4,6.23,1,0.2403,0.8473370482443354,1
18156,1,1,41,2,10,1,5.47,0,-0.5624,0.7624323441452665,1
18157,0,0,239,2,27,7,3.56,0,0.3941,0.8019665079748888,0
18158,0,0,49,1,13,2,3.88,1,-0.3164,0.30543756495686536,0
18159,0,0,83,5,13,7,5.16,0,1.3856,-0.18374025528514656,0
18160,1,1,100,5,14,0,1.85,1,-0.4273,0.38375270213671386,1
18161,1,1,57,1,10,0,4.45,0,-0.2662,-0.30908258811046463,1
18162,0,0,59,4,11,4,6.14,1,0.7966,-1.2765617214313298,1
18163,1,0,54,2,14,2,5.76,0,0.4555,1.7172624867372843,0
18164,1,1,44,2,8,1,4.19,1,-0.1357,1.9936042534467233,0
18165,0,0,39,2,7,1,1.81,0,-0.6016,-0.09496241120334073,0
18166,0,0,74,2,10,5,3.67,1,0.9095,-1.0293675756267797,0
18167,0,0,39,1,10,1,4.5,1,0.2458,-0.7149587183630772,0
18168,1,0,181,9,23,9,3.13,1,0.1839,0.050411951298318325,1
18169,1,1,79,6,14,0,5.62,0,1.9993,0.6984772317936024,1
18170,0,0,120,7,14,6,7.44,1,-0.9989,-1.1850690200998386,1
18171,0,1,26,1,9,1,5.38,0,0.9927,0.352016249628366,0
18172,1,1,112,2,16,0,6.26,0,0.1893,0.897325117661324,1
18173,1,1,154,1,13,29,10.53,1,0.3045,1.999590519239401,0
18174,1,1,85,4,19,2,3.68,1,-0.4728,0.6426109958738577,1
18175,1,0,38,2,9,0,4.21,1,-0.8561,0.8268778109312254,0
18176,1,1,70,1,9,7,4.93,1,-0.4955,1.3611212624919533,1
18177,1,1,66,4,13,0,6.2,1,-0.7563,1.5098442449992815,0
18178,1,0,30,2,7,1,5.71,1,-0.7756,-0.22315708586502425,0
18179,0,0,145,8,15,7,2.78,0,0.3237,0.8888206687842471,1
18180,1,0,225,7,39,10,6.55,1,0.1122,0.40733851162513346,1
18181,0,1,72,5,12,4,7.13,0,-0.6248,0.13129240680326767,1
18182,0,1,25,1,7,0,5.07,1,-1.33,0.11396295908587185,1
18183,0,1,84,4,19,2,6.95,1,-0.6138,1.262804373961079,0
18184,1,1,135,3,26,9,5.98,1,1.0632,-0.21278226384342003,0
18185,1,1,117,6,17,1,3.41,0,-0.3045,0.21970594593148673,1
18186,0,1,67,1,9,2,3.62,0,1.9202,-0.6232029704065337,1
18187,0,1,157,5,13,18,7.56,0,-0.341,-0.47381694415501596,0
18188,1,1,91,2,17,3,3.41,1,1.4138,0.9994206120669649,0
18189,1,1,28,2,6,0,5.28,0,-1.31,1.380203494871374,0
18190,1,1,41,1,8,0,4.81,0,-0.6307,1.5405899900238094,0
18191,0,1,45,2,5,5,6.45,0,-0.7081,-0.20142621661592655,0
18192,0,1,53,1,13,0,3.2,0,-0.9876,-0.17423888719184907,0
18193,0,0,24,1,7,0,6.53,1,1.3851,-1.1613316226297252,0
18194,0,0,83,1,16,0,2.48,0,-0.7225,1.4250906737705655,0
18195,0,0,75,2,17,1,7.64,0,0.7088,-0.203907629005564,0
18196,0,1,41,1,10,2,6.1,0,-0.5797,1.3759376545504605,0
18197,0,0,31,1,8,0,5.58,1,0.3105,-0.5949495206813448,0
18198,0,0,31,1,9,1,0.8,1,0.9999,0.5673605680605208,1
18199,0,0,80,3,15,7,7.65,0,-2.7803,-0.5868180394683788,0
18200,0,1,69,4,16,3,7.1,1,0.035,1.1516705776641105,1
18201,0,0,45,2,10,0,6.31,0,0.7026,0.9594193362995395,0
18202,0,0,51,3,9,1,3.29,0,-0.3947,0.6409457325409524,0
18203,1,1,209,14,24,5,3.94,0,0.8465,-0.7060624360463883,1
18204,1,1,76,5,13,3,7.06,1,0.3287,2.247061748896674,0
18205,1,0,65,1,15,2,2.17,1,-0.5515,2.561991614101353,0
18206,1,0,26,1,8,1,4.91,0,-0.0778,0.4971827740438769,1
18207,0,0,100,4,18,0,2.18,1,-0.7612,0.0871939723709406,0
18208,1,0,158,7,24,7,2.72,1,2.0425,1.0968177499332987,0
18209,0,0,22,1,6,0,6.36,1,0.1127,-1.642202974760385,1
18210,0,1,60,3,10,1,8.88,1,-2.16,0.7472980916501191,0
18211,0,1,67,2,17,1,7.22,0,0.8172,0.751027835294293,0
18212,0,0,29,2,5,0,6.29,1,0.3359,-0.6164615970621881,0
18213,1,0,123,6,16,0,8.06,1,-0.378,-1.362353104474564,0
18214,0,0,84,1,19,1,2.5,1,-1.4387,0.20208627014630995,0
18215,1,0,63,5,12,2,9.46,1,0.2196,-0.28323113364273667,0
18216,1,0,48,1,14,2,7.47,1,-1.7285,-0.43698800961349904,0
18217,1,1,175,3,27,0,4.27,0,-0.6696,0.9598473104005117,0
18218,1,0,233,9,24,2,5.46,0,-0.2085,1.3374736071064484,0
18219,1,0,56,4,12,0,2.83,0,-2.4471,1.955208693028545,0
18220,0,1,51,2,9,1,8.51,0,-1.045,0.814843433339306,1
18221,1,1,86,2,16,1,4.16,0,-0.2659,1.1980396972076253,1
18222,0,0,99,6,16,0,10.67,0,1.4127,-1.4416967339098241,0
